id,substring,weight,numero
22328,avorabl,2.0,1
22329,avorable,2.0,1
22330,vora,2.0,1
22331,vorab,2.0,1
22332,vorabl,2.0,1
22333,vorable,2.0,1
22334,orab,2.0,1
22335,orabl,2.0,1
22336,orable,2.0,1
22337,primaria,2.0,1
22338,rimaria,2.0,1
22339,imaria,2.0,1
22340,alina,2.0,1
22341,linas,2.0,1
22342,renu,2.0,1
22343,renun,2.0,1
22344,renunc,2.0,1
22345,renunci,2.0,1
22346,renuncia,2.0,1
22347,cidentes,2.0,1
22348,herida,2.0,1
22349,ridas,2.0,1
22350,acá,2.0,1
22351,solicitu,2.0,1
22352,solicitud,2.0,1
22353,olicitu,2.0,1
22354,olicitud,2.0,1
22355,licitu,2.0,1
22356,licitud,2.0,1
22357,icitu,2.0,1
22358,icitud,2.0,1
22359,citu,2.0,1
22360,citud,2.0,1
22361,trag,2.0,1
22362,levantar,2.0,1
22363,evantar,2.0,1
22364,vantar,2.0,1
22365,oriental,2.0,1
22366,riental,2.0,1
22367,procedent,2.0,1
22368,procedente,2.0,1
22369,rocedent,2.0,1
22370,rocedente,2.0,1
22371,ocedent,2.0,1
22372,ocedente,2.0,1
22373,tray,2.0,1
22374,traye,2.0,1
22375,trayec,2.0,1
22376,trayect,2.0,1
22377,trayecto,2.0,1
22378,raye,2.0,1
22379,rayec,2.0,1
22380,rayect,2.0,1
22381,rayecto,2.0,1
22382,ayec,2.0,1
22383,ayect,2.0,1
22384,ayecto,2.0,1
22385,ectori,2.0,1
22386,religioso,2.0,1
22387,eligioso,2.0,1
22388,ligioso,2.0,1
22389,igioso,2.0,1
22390,gioso,2.0,1
22391,bella,2.0,1
22392,emisi,2.0,1
22393,facilit,2.0,1
22394,facilita,2.0,1
22395,acilit,2.0,1
22396,acilita,2.0,1
22397,cilit,2.0,1
22398,cilita,2.0,1
22399,ologías,2.0,1
22400,logías,2.0,1
22401,ogías,2.0,1
22402,documenta,2.0,1
22403,ocumenta,2.0,1
22404,cumenta,2.0,1
22405,espiri,2.0,1
22406,espirit,2.0,1
22407,espiritu,2.0,1
22408,espiritua,2.0,1
22409,espiritual,2.0,1
22410,spiri,2.0,1
22411,spirit,2.0,1
22412,spiritu,2.0,1
22413,spiritua,2.0,1
22414,spiritual,2.0,1
22415,piri,2.0,1
22416,pirit,2.0,1
22417,piritu,2.0,1
22418,piritua,2.0,1
22419,piritual,2.0,1
22420,irit,2.0,1
22421,iritu,2.0,1
22422,iritua,2.0,1
22423,iritual,2.0,1
22424,residentes,2.0,1
22425,esidentes,2.0,1
22426,sidentes,2.0,1
22427,ntiendo,2.0,1
22428,daban,2.0,1
22429,sufre,2.0,1
22430,ufre,2.0,1
22431,ptur,2.0,1
22432,ptura,2.0,1
22433,amant,2.0,1
22434,amante,2.0,1
22435,tej,2.0,1
22436,teji,2.0,1
22437,tejid,2.0,1
22438,tejido,2.0,1
22439,ejido,2.0,1
22440,jido,2.0,1
22441,intenso,2.0,1
22442,ntenso,2.0,1
22443,taller,2.0,1
22444,balan,2.0,1
22445,rutas,2.0,1
22446,expor,2.0,1
22447,export,2.0,1
22448,exporta,2.0,1
22449,exportac,2.0,1
22450,exportaci,2.0,1
22451,xpor,2.0,1
22452,xport,2.0,1
22453,xporta,2.0,1
22454,xportac,2.0,1
22455,xportaci,2.0,1
22456,amí,2.0,1
22457,restauran,2.0,1
22458,restaurant,2.0,1
22459,restaurante,2.0,1
22460,estauran,2.0,1
22461,estaurant,2.0,1
22462,estaurante,2.0,1
22463,stauran,2.0,1
22464,staurant,2.0,1
22465,staurante,2.0,1
22466,tauran,2.0,1
22467,taurant,2.0,1
22468,taurante,2.0,1
22469,auran,2.0,1
22470,aurant,2.0,1
22471,aurante,2.0,1
22472,andas,2.0,1
22473,refleja,2.0,1
22474,efleja,2.0,1
22475,fleja,2.0,1
22476,inalid,2.0,1
22477,inalida,2.0,1
22478,inalidad,2.0,1
22479,urgenc,2.0,1
22480,urgenci,2.0,1
22481,urgencia,2.0,1
22482,dolf,2.0,1
22483,dolfo,2.0,1
22484,manes,2.0,1
22485,negativo,2.0,1
22486,egativo,2.0,1
22487,gativo,2.0,1
22488,dependientes,2.0,1
22489,ependientes,2.0,1
22490,renov,2.0,1
22491,renova,2.0,1
22492,enov,2.0,1
22493,enova,2.0,1
22494,novació,2.0,1
22495,novación,2.0,1
22496,ovació,2.0,1
22497,ovación,2.0,1
22498,incluido,2.0,1
22499,alterac,2.0,1
22500,alteraci,2.0,1
22501,lterac,2.0,1
22502,lteraci,2.0,1
22503,teraci,2.0,1
22504,ideolo,2.0,1
22505,ideolog,2.0,1
22506,ideologí,2.0,1
22507,ideología,2.0,1
22508,deolo,2.0,1
22509,deolog,2.0,1
22510,deologí,2.0,1
22511,deología,2.0,1
22512,modificac,2.0,1
22513,modificaci,2.0,1
22514,odificac,2.0,1
22515,odificaci,2.0,1
22516,dificac,2.0,1
22517,dificaci,2.0,1
22518,incidenc,2.0,1
22519,incidenci,2.0,1
22520,incidencia,2.0,1
22521,ncidenc,2.0,1
22522,ncidenci,2.0,1
22523,ncidencia,2.0,1
22524,cidenc,2.0,1
22525,cidenci,2.0,1
22526,cidencia,2.0,1
22527,ntraro,2.0,1
22528,ntraron,2.0,1
22529,terias,2.0,1
22530,fáb,2.0,1
22531,fábr,2.0,1
22532,fábri,2.0,1
22533,fábric,2.0,1
22534,fábrica,2.0,1
22535,ábr,2.0,1
22536,ábri,2.0,1
22537,ábric,2.0,1
22538,ábrica,2.0,1
22539,unifo,2.0,1
22540,unifor,2.0,1
22541,uniform,2.0,1
22542,uniforme,2.0,1
22543,nifo,2.0,1
22544,nifor,2.0,1
22545,niform,2.0,1
22546,niforme,2.0,1
22547,iform,2.0,1
22548,iforme,2.0,1
22549,variab,2.0,1
22550,variabl,2.0,1
22551,variable,2.0,1
22552,ariab,2.0,1
22553,ariabl,2.0,1
22554,ariable,2.0,1
22555,riab,2.0,1
22556,riabl,2.0,1
22557,riable,2.0,1
22558,cró,2.0,1
22559,crón,2.0,1
22560,cróni,2.0,1
22561,crónic,2.0,1
22562,crónica,2.0,1
22563,menti,2.0,1
22564,mentir,2.0,1
22565,mentira,2.0,1
22566,entira,2.0,1
22567,ntira,2.0,1
22568,camis,2.0,1
22569,auténtico,2.0,1
22570,uténtico,2.0,1
22571,téntico,2.0,1
22572,fiel,2.0,1
22573,catala,2.0,1
22574,catalan,2.0,1
22575,atala,2.0,1
22576,atalan,2.0,1
22577,instruc,2.0,1
22578,instrucc,2.0,1
22579,instrucci,2.0,1
22580,nstruccio,2.0,1
22581,nstruccion,2.0,1
22582,nstruccione,2.0,1
22583,nstrucciones,2.0,1
22584,struccio,2.0,1
22585,struccion,2.0,1
22586,struccione,2.0,1
22587,strucciones,2.0,1
22588,truccio,2.0,1
22589,truccion,2.0,1
22590,truccione,2.0,1
22591,trucciones,2.0,1
22592,ruccio,2.0,1
22593,ruccion,2.0,1
22594,ruccione,2.0,1
22595,rucciones,2.0,1
22596,mendo,2.0,1
22597,salario,2.0,1
22598,alario,2.0,1
22599,lario,2.0,1
22600,conq,2.0,1
22601,conqu,2.0,1
22602,conqui,2.0,1
22603,conquis,2.0,1
22604,conquist,2.0,1
22605,conquista,2.0,1
22606,onq,2.0,1
22607,onqu,2.0,1
22608,onqui,2.0,1
22609,onquis,2.0,1
22610,onquist,2.0,1
22611,onquista,2.0,1
22612,candidatu,2.0,1
22613,candidatur,2.0,1
22614,candidatura,2.0,1
22615,andidatu,2.0,1
22616,andidatur,2.0,1
22617,andidatura,2.0,1
22618,ndidatu,2.0,1
22619,ndidatur,2.0,1
22620,ndidatura,2.0,1
22621,didatu,2.0,1
22622,didatur,2.0,1
22623,didatura,2.0,1
22624,idatu,2.0,1
22625,idatur,2.0,1
22626,idatura,2.0,1
22627,datu,2.0,1
22628,datur,2.0,1
22629,datura,2.0,1
22630,embara,2.0,1
22631,embaraz,2.0,1
22632,mbara,2.0,1
22633,mbaraz,2.0,1
22634,baraz,2.0,1
22635,araz,2.0,1
22636,corporació,2.0,1
22637,corporación,2.0,1
22638,orporació,2.0,1
22639,orporación,2.0,1
22640,rporació,2.0,1
22641,rporación,2.0,1
22642,poració,2.0,1
22643,poración,2.0,1
22644,nsal,2.0,1
22645,ingeniero,2.0,1
22646,ngeniero,2.0,1
22647,geniero,2.0,1
22648,eniero,2.0,1
22649,poem,2.0,1
22650,poema,2.0,1
22651,oem,2.0,1
22652,oema,2.0,1
22653,manch,2.0,1
22654,mancha,2.0,1
22655,adap,2.0,1
22656,adapt,2.0,1
22657,adapta,2.0,1
22658,dap,2.0,1
22659,dapt,2.0,1
22660,dapta,2.0,1
22661,aptac,2.0,1
22662,aptaci,2.0,1
22663,aptació,2.0,1
22664,aptación,2.0,1
22665,imón,2.0,1
22666,manecer,2.0,1
22667,anecer,2.0,1
22668,quinta,2.0,1
22669,uinta,2.0,1
22670,escale,2.0,1
22671,escaler,2.0,1
22672,escalera,2.0,1
22673,scaler,2.0,1
22674,scalera,2.0,1
22675,caler,2.0,1
22676,calera,2.0,1
22677,alera,2.0,1
22678,canad,2.0,1
22679,sexuale,2.0,1
22680,sexuales,2.0,1
22681,exuale,2.0,1
22682,exuales,2.0,1
22683,xuale,2.0,1
22684,xuales,2.0,1
22685,etenció,2.0,1
22686,etención,2.0,1
22687,rcó,2.0,1
22688,infec,2.0,1
22689,infecc,2.0,1
22690,infecci,2.0,1
22691,nfec,2.0,1
22692,nfecc,2.0,1
22693,nfecci,2.0,1
22694,fecció,2.0,1
22695,fección,2.0,1
22696,gere,2.0,1
22697,geren,2.0,1
22698,onalm,2.0,1
22699,onalme,2.0,1
22700,onalmen,2.0,1
22701,onalment,2.0,1
22702,onalmente,2.0,1
22703,combi,2.0,1
22704,combin,2.0,1
22705,combina,2.0,1
22706,combinac,2.0,1
22707,combinaci,2.0,1
22708,ombin,2.0,1
22709,ombina,2.0,1
22710,ombinac,2.0,1
22711,ombinaci,2.0,1
22712,mbin,2.0,1
22713,mbina,2.0,1
22714,mbinac,2.0,1
22715,mbinaci,2.0,1
22716,binac,2.0,1
22717,binaci,2.0,1
22718,estatut,2.0,1
22719,estatuto,2.0,1
22720,statut,2.0,1
22721,statuto,2.0,1
22722,tatut,2.0,1
22723,tatuto,2.0,1
22724,atut,2.0,1
22725,atuto,2.0,1
22726,asie,2.0,1
22727,asien,2.0,1
22728,asient,2.0,1
22729,asiento,2.0,1
22730,rees,2.0,1
22731,ees,2.0,1
22732,antand,2.0,1
22733,rodi,2.0,1
22734,rodil,2.0,1
22735,rodill,2.0,1
22736,rodilla,2.0,1
22737,odil,2.0,1
22738,odill,2.0,1
22739,odilla,2.0,1
22740,delg,2.0,1
22741,delga,2.0,1
22742,delgad,2.0,1
22743,elgad,2.0,1
22744,lgad,2.0,1
22745,desg,2.0,1
22746,desgr,2.0,1
22747,desgra,2.0,1
22748,desgrac,2.0,1
22749,desgraci,2.0,1
22750,desgracia,2.0,1
22751,esgr,2.0,1
22752,esgra,2.0,1
22753,esgrac,2.0,1
22754,esgraci,2.0,1
22755,esgracia,2.0,1
22756,sgr,2.0,1
22757,sgra,2.0,1
22758,sgrac,2.0,1
22759,sgraci,2.0,1
22760,sgracia,2.0,1
22761,ejempla,2.0,1
22762,ejemplar,2.0,1
22763,jempla,2.0,1
22764,jemplar,2.0,1
22765,aprobad,2.0,1
22766,específico,2.0,1
22767,specífico,2.0,1
22768,pecífico,2.0,1
22769,ecífico,2.0,1
22770,peligroso,2.0,1
22771,eligroso,2.0,1
22772,ligroso,2.0,1
22773,igroso,2.0,1
22774,groso,2.0,1
22775,concluy,2.0,1
22776,oncluy,2.0,1
22777,ncluyó,2.0,1
22778,cluyó,2.0,1
22779,luyó,2.0,1
22780,vere,2.0,1
22781,ovia,2.0,1
22782,reflejo,2.0,1
22783,eflejo,2.0,1
22784,flejo,2.0,1
22785,diversi,2.0,1
22786,ligera,2.0,1
22787,igera,2.0,1
22788,spens,2.0,1
22789,pensió,2.0,1
22790,pensión,2.0,1
22791,proyecc,2.0,1
22792,proyecci,2.0,1
22793,royecc,2.0,1
22794,royecci,2.0,1
22795,oyecc,2.0,1
22796,oyecci,2.0,1
22797,yecció,2.0,1
22798,yección,2.0,1
22799,verlo,2.0,1
22800,cometid,2.0,1
22801,cometido,2.0,1
22802,impide,2.0,1
22803,mpide,2.0,1
22804,consumid,2.0,1
22805,consumido,2.0,1
22806,consumidor,2.0,1
22807,onsumid,2.0,1
22808,onsumido,2.0,1
22809,onsumidor,2.0,1
22810,nsumid,2.0,1
22811,nsumido,2.0,1
22812,nsumidor,2.0,1
22813,sumidor,2.0,1
22814,umidor,2.0,1
22815,midor,2.0,1
22816,niev,2.0,1
22817,nieve,2.0,1
22818,llegue,2.0,1
22819,legue,2.0,1
22820,narco,2.0,1
22821,narcot,2.0,1
22822,narcotr,2.0,1
22823,arcot,2.0,1
22824,arcotr,2.0,1
22825,rcot,2.0,1
22826,rcotr,2.0,1
22827,cotr,2.0,1
22828,paq,2.0,1
22829,paqu,2.0,1
22830,paque,2.0,1
22831,paquet,2.0,1
22832,paquete,2.0,1
22833,aquete,2.0,1
22834,quete,2.0,1
22835,ocac,2.0,1
22836,ocaci,2.0,1
22837,ocació,2.0,1
22838,ocación,2.0,1
22839,conduce,2.0,1
22840,onduce,2.0,1
22841,nduce,2.0,1
22842,defenso,2.0,1
22843,defensor,2.0,1
22844,efenso,2.0,1
22845,efensor,2.0,1
22846,fenso,2.0,1
22847,fensor,2.0,1
22848,literaria,2.0,1
22849,iteraria,2.0,1
22850,teraria,2.0,1
22851,eraria,2.0,1
22852,inteligent,2.0,1
22853,inteligente,2.0,1
22854,nteligent,2.0,1
22855,nteligente,2.0,1
22856,teligent,2.0,1
22857,teligente,2.0,1
22858,eligent,2.0,1
22859,eligente,2.0,1
22860,ligent,2.0,1
22861,ligente,2.0,1
22862,afirmac,2.0,1
22863,afirmaci,2.0,1
22864,firmació,2.0,1
22865,firmación,2.0,1
22866,irmació,2.0,1
22867,irmación,2.0,1
22868,cated,2.0,1
22869,catedr,2.0,1
22870,ated,2.0,1
22871,atedr,2.0,1
22872,tedra,2.0,1
22873,errero,2.0,1
22874,rrero,2.0,1
22875,viaja,2.0,1
22876,iaja,2.0,1
22877,petir,2.0,1
22878,inev,2.0,1
22879,inevi,2.0,1
22880,inevit,2.0,1
22881,inevita,2.0,1
22882,inevitab,2.0,1
22883,inevitabl,2.0,1
22884,inevitable,2.0,1
22885,nev,2.0,1
22886,nevi,2.0,1
22887,nevit,2.0,1
22888,nevita,2.0,1
22889,nevitab,2.0,1
22890,nevitabl,2.0,1
22891,nevitable,2.0,1
22892,evitab,2.0,1
22893,evitabl,2.0,1
22894,evitable,2.0,1
22895,vitab,2.0,1
22896,vitabl,2.0,1
22897,vitable,2.0,1
22898,itabl,2.0,1
22899,itable,2.0,1
22900,uria,2.0,1
22901,rubi,2.0,1
22902,quede,2.0,1
22903,cubierta,2.0,1
22904,ubierta,2.0,1
22905,archi,2.0,1
22906,archiv,2.0,1
22907,archivo,2.0,1
22908,rchi,2.0,1
22909,rchiv,2.0,1
22910,rchivo,2.0,1
22911,chiv,2.0,1
22912,chivo,2.0,1
22913,hiv,2.0,1
22914,hivo,2.0,1
22915,define,2.0,1
22916,efine,2.0,1
22917,corresponden,2.0,1
22918,orresponden,2.0,1
22919,rresponden,2.0,1
22920,contraban,2.0,1
22921,ontraban,2.0,1
22922,ntraban,2.0,1
22923,traban,2.0,1
22924,inmen,2.0,1
22925,inmens,2.0,1
22926,nmen,2.0,1
22927,nmens,2.0,1
22928,map,2.0,1
22929,mapa,2.0,1
22930,hilo,2.0,1
22931,navar,2.0,1
22932,navarr,2.0,1
22933,avarr,2.0,1
22934,varr,2.0,1
22935,iertam,2.0,1
22936,iertame,2.0,1
22937,iertamen,2.0,1
22938,iertament,2.0,1
22939,iertamente,2.0,1
22940,ertament,2.0,1
22941,ertamente,2.0,1
22942,rtamente,2.0,1
22943,bolsi,2.0,1
22944,bolsil,2.0,1
22945,bolsill,2.0,1
22946,bolsillo,2.0,1
22947,olsi,2.0,1
22948,olsil,2.0,1
22949,olsill,2.0,1
22950,olsillo,2.0,1
22951,lsil,2.0,1
22952,lsill,2.0,1
22953,lsillo,2.0,1
22954,ocupar,2.0,1
22955,cupar,2.0,1
22956,upar,2.0,1
22957,volví,2.0,1
22958,olví,2.0,1
22959,lví,2.0,1
22960,vivenc,2.0,1
22961,vivenci,2.0,1
22962,vivencia,2.0,1
22963,ivenc,2.0,1
22964,ivenci,2.0,1
22965,ivencia,2.0,1
22966,vencia,2.0,1
22967,alizados,2.0,1
22968,suiz,2.0,1
22969,urbana,2.0,1
22970,rbana,2.0,1
22971,ajeros,2.0,1
22972,éntica,2.0,1
22973,caza,2.0,1
22974,escrita,2.0,1
22975,scrita,2.0,1
22976,crita,2.0,1
22977,pian,2.0,1
22978,enfrentam,2.0,1
22979,enfrentami,2.0,1
22980,enfrentamie,2.0,1
22981,enfrentamien,2.0,1
22982,enfrentamient,2.0,1
22983,enfrentamiento,2.0,1
22984,nfrentam,2.0,1
22985,nfrentami,2.0,1
22986,nfrentamie,2.0,1
22987,nfrentamien,2.0,1
22988,nfrentamient,2.0,1
22989,nfrentamiento,2.0,1
22990,frentam,2.0,1
22991,frentami,2.0,1
22992,frentamie,2.0,1
22993,frentamien,2.0,1
22994,frentamient,2.0,1
22995,frentamiento,2.0,1
22996,rentam,2.0,1
22997,rentami,2.0,1
22998,rentamie,2.0,1
22999,rentamien,2.0,1
23000,rentamient,2.0,1
23001,rentamiento,2.0,1
23002,entami,2.0,1
23003,entamie,2.0,1
23004,entamien,2.0,1
23005,entamient,2.0,1
23006,entamiento,2.0,1
23007,comisa,2.0,1
23008,comisar,2.0,1
23009,omisa,2.0,1
23010,omisar,2.0,1
23011,misar,2.0,1
23012,alza,2.0,1
23013,lza,2.0,1
23014,oño,2.0,1
23015,eíd,2.0,1
23016,eído,2.0,1
23017,trin,2.0,1
23018,biertos,2.0,1
23019,denas,2.0,1
23020,hermosa,2.0,1
23021,ermosa,2.0,1
23022,rmosa,2.0,1
23023,artístico,2.0,1
23024,rtístico,2.0,1
23025,tístico,2.0,1
23026,vocó,2.0,1
23027,conces,2.0,1
23028,concesi,2.0,1
23029,oncesi,2.0,1
23030,ncesi,2.0,1
23031,juveni,2.0,1
23032,juvenil,2.0,1
23033,uveni,2.0,1
23034,uvenil,2.0,1
23035,venil,2.0,1
23036,enil,2.0,1
23037,espacia,2.0,1
23038,espacial,2.0,1
23039,spacia,2.0,1
23040,spacial,2.0,1
23041,pacia,2.0,1
23042,pacial,2.0,1
23043,acial,2.0,1
23044,agrí,2.0,1
23045,agríc,2.0,1
23046,agríco,2.0,1
23047,agrícol,2.0,1
23048,agrícola,2.0,1
23049,gríc,2.0,1
23050,gríco,2.0,1
23051,grícol,2.0,1
23052,grícola,2.0,1
23053,ríco,2.0,1
23054,rícol,2.0,1
23055,rícola,2.0,1
23056,íco,2.0,1
23057,ícol,2.0,1
23058,ícola,2.0,1
23059,destinado,2.0,1
23060,estinado,2.0,1
23061,stinado,2.0,1
23062,tinado,2.0,1
23063,explos,2.0,1
23064,explosi,2.0,1
23065,xplos,2.0,1
23066,xplosi,2.0,1
23067,plosi,2.0,1
23068,losi,2.0,1
23069,osió,2.0,1
23070,osión,2.0,1
23071,sirvi,2.0,1
23072,irvi,2.0,1
23073,parlamentario,2.0,1
23074,arlamentario,2.0,1
23075,rlamentario,2.0,1
23076,lamentario,2.0,1
23077,amentario,2.0,1
23078,diab,2.0,1
23079,grasa,2.0,1
23080,rasa,2.0,1
23081,compuesto,2.0,1
23082,ompuesto,2.0,1
23083,alado,2.0,1
23084,salie,2.0,1
23085,itat,2.0,1
23086,requis,2.0,1
23087,requisi,2.0,1
23088,requisit,2.0,1
23089,requisito,2.0,1
23090,equis,2.0,1
23091,equisi,2.0,1
23092,equisit,2.0,1
23093,equisito,2.0,1
23094,quisit,2.0,1
23095,quisito,2.0,1
23096,uisit,2.0,1
23097,uisito,2.0,1
23098,isito,2.0,1
23099,vigent,2.0,1
23100,vigente,2.0,1
23101,misos,2.0,1
23102,efectivo,2.0,1
23103,fectivo,2.0,1
23104,valora,2.0,1
23105,alora,2.0,1
23106,lorac,2.0,1
23107,loraci,2.0,1
23108,loració,2.0,1
23109,loración,2.0,1
23110,aficio,2.0,1
23111,aficion,2.0,1
23112,aficiona,2.0,1
23113,aficionad,2.0,1
23114,aficionado,2.0,1
23115,ficion,2.0,1
23116,ficiona,2.0,1
23117,ficionad,2.0,1
23118,ficionado,2.0,1
23119,icionad,2.0,1
23120,icionado,2.0,1
23121,lago,2.0,1
23122,banos,2.0,1
23123,yar,2.0,1
23124,ordenador,2.0,1
23125,rdenador,2.0,1
23126,denador,2.0,1
23127,encues,2.0,1
23128,encuest,2.0,1
23129,encuesta,2.0,1
23130,ncues,2.0,1
23131,ncuest,2.0,1
23132,ncuesta,2.0,1
23133,namente,2.0,1
23134,cenas,2.0,1
23135,pongo,2.0,1
23136,tve,2.0,1
23137,rene,2.0,1
23138,new,2.0,1
23139,ew,2.0,1
23140,xilio,2.0,1
23141,provocad,2.0,1
23142,rovocad,2.0,1
23143,ovocad,2.0,1
23144,nube,2.0,1
23145,ubes,2.0,1
23146,entrenam,2.0,1
23147,entrenami,2.0,1
23148,entrenamie,2.0,1
23149,entrenamien,2.0,1
23150,entrenamient,2.0,1
23151,entrenamiento,2.0,1
23152,ntrenam,2.0,1
23153,ntrenami,2.0,1
23154,ntrenamie,2.0,1
23155,ntrenamien,2.0,1
23156,ntrenamient,2.0,1
23157,ntrenamiento,2.0,1
23158,trenam,2.0,1
23159,trenami,2.0,1
23160,trenamie,2.0,1
23161,trenamien,2.0,1
23162,trenamient,2.0,1
23163,trenamiento,2.0,1
23164,renam,2.0,1
23165,renami,2.0,1
23166,renamie,2.0,1
23167,renamien,2.0,1
23168,renamient,2.0,1
23169,renamiento,2.0,1
23170,espectac,2.0,1
23171,espectacu,2.0,1
23172,espectacul,2.0,1
23173,espectacula,2.0,1
23174,espectacular,2.0,1
23175,spectac,2.0,1
23176,spectacu,2.0,1
23177,spectacul,2.0,1
23178,spectacula,2.0,1
23179,spectacular,2.0,1
23180,pectac,2.0,1
23181,pectacu,2.0,1
23182,pectacul,2.0,1
23183,pectacula,2.0,1
23184,pectacular,2.0,1
23185,ectac,2.0,1
23186,ectacu,2.0,1
23187,ectacul,2.0,1
23188,ectacula,2.0,1
23189,ectacular,2.0,1
23190,ctac,2.0,1
23191,ctacu,2.0,1
23192,ctacul,2.0,1
23193,ctacula,2.0,1
23194,ctacular,2.0,1
23195,tacu,2.0,1
23196,tacul,2.0,1
23197,tacula,2.0,1
23198,tacular,2.0,1
23199,acula,2.0,1
23200,acular,2.0,1
23201,ordinario,2.0,1
23202,rdinario,2.0,1
23203,dinario,2.0,1
23204,dices,2.0,1
23205,poso,2.0,1
23206,pitale,2.0,1
23207,pitales,2.0,1
23208,colombiano,2.0,1
23209,olombiano,2.0,1
23210,lombiano,2.0,1
23211,ombiano,2.0,1
23212,mbiano,2.0,1
23213,biano,2.0,1
23214,muerta,2.0,1
23215,extraordinaria,2.0,1
23216,xtraordinaria,2.0,1
23217,traordinaria,2.0,1
23218,raordinaria,2.0,1
23219,aordinaria,2.0,1
23220,disting,2.0,1
23221,distingu,2.0,1
23222,isting,2.0,1
23223,istingu,2.0,1
23224,sting,2.0,1
23225,stingu,2.0,1
23226,tingu,2.0,1
23227,ngui,2.0,1
23228,currir,2.0,1
23229,urrir,2.0,1
23230,rrir,2.0,1
23231,decide,2.0,1
23232,ecide,2.0,1
23233,dibu,2.0,1
23234,dibuj,2.0,1
23235,dibujo,2.0,1
23236,ibuj,2.0,1
23237,ibujo,2.0,1
23238,buj,2.0,1
23239,bujo,2.0,1
23240,locu,2.0,1
23241,pilo,2.0,1
23242,pilot,2.0,1
23243,piloto,2.0,1
23244,ilot,2.0,1
23245,iloto,2.0,1
23246,loto,2.0,1
23247,cerrada,2.0,1
23248,errada,2.0,1
23249,rrada,2.0,1
23250,colog,2.0,1
23251,cologí,2.0,1
23252,cología,2.0,1
23253,agó,2.0,1
23254,evento,2.0,1
23255,músc,2.0,1
23256,múscu,2.0,1
23257,múscul,2.0,1
23258,músculo,2.0,1
23259,úsc,2.0,1
23260,úscu,2.0,1
23261,úscul,2.0,1
23262,úsculo,2.0,1
23263,sculo,2.0,1
23264,circui,2.0,1
23265,circuit,2.0,1
23266,circuito,2.0,1
23267,ircui,2.0,1
23268,ircuit,2.0,1
23269,ircuito,2.0,1
23270,rcui,2.0,1
23271,rcuit,2.0,1
23272,rcuito,2.0,1
23273,cuit,2.0,1
23274,cuito,2.0,1
23275,bati,2.0,1
23276,batir,2.0,1
23277,atir,2.0,1
23278,mago,2.0,1
23279,subid,2.0,1
23280,ubid,2.0,1
23281,tole,2.0,1
23282,ahorr,2.0,1
23283,ahorro,2.0,1
23284,uinas,2.0,1
23285,rriend,2.0,1
23286,rriendo,2.0,1
23287,escapa,2.0,1
23288,scapa,2.0,1
23289,irán,2.0,1
23290,muro,2.0,1
23291,gallego,2.0,1
23292,allego,2.0,1
23293,llego,2.0,1
23294,lego,2.0,1
23295,siero,2.0,1
23296,sieron,2.0,1
23297,iniciad,2.0,1
23298,niciad,2.0,1
23299,iciad,2.0,1
23300,iebr,2.0,1
23301,ck,2.0,1
23302,territoria,2.0,1
23303,territorial,2.0,1
23304,erritoria,2.0,1
23305,erritorial,2.0,1
23306,rritoria,2.0,1
23307,rritorial,2.0,1
23308,ritoria,2.0,1
23309,ritorial,2.0,1
23310,nacionalist,2.0,1
23311,nacionalista,2.0,1
23312,acionalist,2.0,1
23313,acionalista,2.0,1
23314,cionalist,2.0,1
23315,cionalista,2.0,1
23316,ionalist,2.0,1
23317,ionalista,2.0,1
23318,onalist,2.0,1
23319,onalista,2.0,1
23320,brus,2.0,1
23321,enfrentar,2.0,1
23322,nfrentar,2.0,1
23323,frentar,2.0,1
23324,rentar,2.0,1
23325,ternos,2.0,1
23326,olos,2.0,1
23327,elva,2.0,1
23328,activos,2.0,1
23329,introduci,2.0,1
23330,ntroduci,2.0,1
23331,troduci,2.0,1
23332,condenad,2.0,1
23333,condenado,2.0,1
23334,ondenad,2.0,1
23335,ondenado,2.0,1
23336,ndenad,2.0,1
23337,ndenado,2.0,1
23338,secues,2.0,1
23339,secuest,2.0,1
23340,secuestr,2.0,1
23341,ecues,2.0,1
23342,ecuest,2.0,1
23343,ecuestr,2.0,1
23344,cuestr,2.0,1
23345,latos,2.0,1
23346,ruso,2.0,1
23347,falso,2.0,1
23348,also,2.0,1
23349,nitu,2.0,1
23350,nitud,2.0,1
23351,ázq,2.0,1
23352,ázqu,2.0,1
23353,ázque,2.0,1
23354,ázquez,2.0,1
23355,zque,2.0,1
23356,zquez,2.0,1
23357,conducto,2.0,1
23358,conductor,2.0,1
23359,onducto,2.0,1
23360,onductor,2.0,1
23361,nducto,2.0,1
23362,nductor,2.0,1
23363,culturas,2.0,1
23364,ulturas,2.0,1
23365,tificar,2.0,1
23366,parto,2.0,1
23367,argar,2.0,1
23368,optar,2.0,1
23369,acusac,2.0,1
23370,acusaci,2.0,1
23371,cusac,2.0,1
23372,cusaci,2.0,1
23373,usac,2.0,1
23374,usaci,2.0,1
23375,considerabl,2.0,1
23376,considerable,2.0,1
23377,onsiderabl,2.0,1
23378,onsiderable,2.0,1
23379,nsiderabl,2.0,1
23380,nsiderable,2.0,1
23381,siderabl,2.0,1
23382,siderable,2.0,1
23383,iderabl,2.0,1
23384,iderable,2.0,1
23385,derabl,2.0,1
23386,derable,2.0,1
23387,rive,2.0,1
